0.45678,0.064595,0.240238,1.003803
0.810488,0.158884,0.329441,1.030399
1.218759,0.345696,0.475918,0.999942
1.606949,0.567031,0.621773,0.622321
1.944251,0.861664,0.805494,1.001512
2.252022,1.181434,0.802654,1.004535
2.635654,1.57846,0.802391,0.999227
3.007964,1.963666,0.802466,1.000291
3.395815,2.364987,0.802489,1.002374
3.766361,2.694996,0.591869,0.462728
4.203612,2.97189,0.560738,1.000259
4.650924,3.224723,0.401326,0.412161
5.093962,3.347048,0.110474,1.00175
5.586591,3.329037,-0.176538,0.969164
6.098878,3.188306,-0.381144,0.480278
6.451037,3.005714,-0.555596,1.001982
6.73996,2.811961,-0.673344,0.596186
7.041441,2.554433,-0.749372,1.010801
7.324944,2.243307,-0.851795,0.854411
7.602598,1.926466,-0.850234,1.000414
7.965868,1.512793,-0.850346,1.000137
8.328634,1.099559,-0.850349,0.999422
8.688057,0.690108,-0.850472,0.99994
9.056389,0.270439,-0.850575,1.016759
9.414394,-0.137641,-0.850904,1.006228
9.809468,-0.504999,-0.651269,0.997125
10.244075,-0.747588,-0.363055,0.996241
10.771202,-0.853094,-0.103531,0.998972
11.324161,-0.854283,0.174262,0.993272
11.694068,-0.743431,0.398185,0.998857
12.161581,-0.428407,0.79059,1.041338
12.459985,0.017268,1.171021,0.984173
12.583674,0.545244,1.426536,1.005103
12.661276,1.098658,1.482247,0.97909
12.661743,1.63662,1.642131,1.01988
12.587087,2.183981,1.714179,0.996424
12.50715,2.737907,1.714157,0.999254
12.427526,3.26987,1.769327,0.985681
12.291587,3.804533,1.825559,1.001321
12.1533,4.335124,1.825901,0.996149
11.986909,4.768253,2.058976,0.331604
11.743651,5.227677,2.065595,0.997958
11.408876,5.660246,2.332316,0.999955
11.018576,6.052451,2.453559,0.872056
10.684336,6.281484,2.673653,0.975854
10.179966,6.477051,2.884236,0.971145
9.640761,6.558703,3.014912,0.999992
9.09003,6.604434,-3.08565,0.978732
8.562977,6.510206,-2.992462,0.978583
8.069776,6.508628,3.083565,1.000997
7.538882,6.508846,-3.069128,0.999101
6.973453,6.467613,-3.06892,1.014954
6.436359,6.428553,-3.069127,0.991162
5.883549,6.388457,-3.069241,1.000869
5.333525,6.389427,3.09908,1.000745
4.777464,6.41311,3.099078,1.017434
4.233017,6.40698,-3.055992,0.997694
3.689002,6.359925,-3.055369,1.006909
3.129368,6.311607,-3.055619,0.999664
2.581406,6.264328,-3.055441,0.999567
2.043575,6.217861,-3.055354,0.995153
1.4863,6.183571,3.123973,0.999966
0.93982,6.195557,3.119132,0.998746
0.392187,6.185938,-3.05392,1.006269
-0.160983,6.136631,-3.052524,1.007899
-0.701427,6.088314,-3.052281,1.005907
-1.26146,6.038182,-3.052425,1.010519
-1.809257,5.989206,-3.052363,1.010287
-2.366274,5.939336,-3.052266,1.011612
-2.900247,5.891494,-3.052247,1.004785
-3.456007,5.841705,-3.052225,1.008934
-4.004093,5.792539,-3.051995,1.005682
-4.558577,5.742612,-3.051765,1.014934
-5.11447,5.69243,-3.051496,1.001948
-5.660243,5.643094,-3.051427,1.012309
-6.210725,5.592846,-3.032089,0.972031
-6.749982,5.468461,-2.882261,1.001486
-7.265226,5.306587,-2.773281,1.022325
-7.777421,5.108706,-2.773057,1.013848
-8.287486,4.881059,-2.619705,1.005905
-8.719008,4.608105,-2.472981,0.377343
-9.066311,4.252235,-2.235895,1.009657
-9.388603,3.832293,-2.156128,0.979511
-9.599809,3.401641,-1.887647,1.015145
-9.76282,2.882406,-1.8705,0.978315
-9.830992,2.350126,-1.510964,0.998083
-9.703081,1.804184,-1.258741,0.998548
-9.537876,1.292662,-1.258392,1.012819
-9.309005,0.788825,-0.96831,0.98676
-8.960406,0.384713,-0.831635,1.000765
-8.587125,-0.024833,-0.831747,1.00592
-8.194008,-0.418488,-0.645452,0.978654
-7.744879,-0.733636,-0.608839,1.000072
-7.274837,-1.032,-0.427715,0.982905
-6.765307,-1.184074,-0.24442,1.002264
-6.215287,-1.289427,-0.091579,0.997809
-5.682917,-1.336384,-0.087754,0.995812
-5.123935,-1.34196,0.010363,0.9991
-4.578262,-1.330911,0.091909,0.960547
-4.026051,-1.26374,0.12436,1.000656
-3.48532,-1.175535,0.223522,0.999812
-2.94863,-1.033159,0.364484,1.009967
-2.438391,-0.834469,0.371618,0.999061
-1.936466,-0.638813,0.371819,1.000266
-1.465429,-0.45508,0.371603,0.364221
-1.443699,-0.446623,0.37103,0.002798
-1.443665,-0.446642,0.371222,0.003497
-1.149644,-0.327046,0.386992,1.001604
-0.907548,-0.228484,0.384036,0.004198
-0.908784,-0.228986,0.384179,0.002817
-0.908945,-0.229052,0.384259,0.004089
-0.909131,-0.229129,0.384395,0.005432
-0.908826,-0.229018,0.385036,0.007033
-0.908828,-0.228964,0.385539,0.003932
-0.908867,-0.228887,0.385421,0.002729
